Date,3MD-712-036_Profit,3MD-712-036_Avg. return on sales,3MD-712-036_Distinct count of order id,3MD-712-036_quantity,3MD-712-036_profitPerQuantitySold,3MD-712-036_profitPerOrderMade,DEN-80395_Profit,DEN-80395_Avg. return on sales,DEN-80395_Distinct count of order id,DEN-80395_quantity,DEN-80395_profitPerQuantitySold,DEN-80395_profitPerOrderMade,3MD-3525(TE)_Profit,3MD-3525(TE)_Avg. return on sales,3MD-3525(TE)_Distinct count of order id,3MD-3525(TE)_quantity,3MD-3525(TE)_profitPerQuantitySold,3MD-3525(TE)_profitPerOrderMade,SUL-21115_Profit,SUL-21115_Avg. return on sales,SUL-21115_Distinct count of order id,SUL-21115_quantity,SUL-21115_profitPerQuantitySold,SUL-21115_profitPerOrderMade,KER-31513(EU)_Profit,KER-31513(EU)_Avg. return on sales,KER-31513(EU)_Distinct count of order id,KER-31513(EU)_quantity,KER-31513(EU)_profitPerQuantitySold,KER-31513(EU)_profitPerOrderMade,3MD-3525(E)_Profit,3MD-3525(E)_Avg. return on sales,3MD-3525(E)_Distinct count of order id,3MD-3525(E)_quantity,3MD-3525(E)_profitPerQuantitySold,3MD-3525(E)_profitPerOrderMade,DEN-610007_Profit,DEN-610007_Avg. return on sales,DEN-610007_Distinct count of order id,DEN-610007_quantity,DEN-610007_profitPerQuantitySold,DEN-610007_profitPerOrderMade,KER-33872_Profit,KER-33872_Avg. return on sales,KER-33872_Distinct count of order id,KER-33872_quantity,KER-33872_profitPerQuantitySold,KER-33872_profitPerOrderMade,KRO-KRM302_Profit,KRO-KRM302_Avg. return on sales,KRO-KRM302_Distinct count of order id,KRO-KRM302_quantity,KRO-KRM302_profitPerQuantitySold,KRO-KRM302_profitPerOrderMade,3MD-56877_Profit,3MD-56877_Avg. return on sales,3MD-56877_Distinct count of order id,3MD-56877_quantity,3MD-56877_profitPerQuantitySold,3MD-56877_profitPerOrderMade,KER-36052(EU)_Profit,KER-36052(EU)_Avg. return on sales,KER-36052(EU)_Distinct count of order id,KER-36052(EU)_quantity,KER-36052(EU)_profitPerQuantitySold,KER-36052(EU)_profitPerOrderMade,3MD-31642(E)_Profit,3MD-31642(E)_Avg. return on sales,3MD-31642(E)_Distinct count of order id,3MD-31642(E)_quantity,3MD-31642(E)_profitPerQuantitySold,3MD-31642(E)_profitPerOrderMade,KOD-1753664(E)_Profit,KOD-1753664(E)_Avg. return on sales,KOD-1753664(E)_Distinct count of order id,KOD-1753664(E)_quantity,KOD-1753664(E)_profitPerQuantitySold,KOD-1753664(E)_profitPerOrderMade,SIR-6176528_Profit,SIR-6176528_Avg. return on sales,SIR-6176528_Distinct count of order id,SIR-6176528_quantity,SIR-6176528_profitPerQuantitySold,SIR-6176528_profitPerOrderMade,KUL-65872354_Profit,KUL-65872354_Avg. return on sales,KUL-65872354_Distinct count of order id,KUL-65872354_quantity,KUL-65872354_profitPerQuantitySold,KUL-65872354_profitPerOrderMade,DEN-666220_Profit,DEN-666220_Avg. return on sales,DEN-666220_Distinct count of order id,DEN-666220_quantity,DEN-666220_profitPerQuantitySold,DEN-666220_profitPerOrderMade,KER-33351_Profit,KER-33351_Avg. return on sales,KER-33351_Distinct count of order id,KER-33351_quantity,KER-33351_profitPerQuantitySold,KER-33351_profitPerOrderMade,3MD-6020A2(E)_Profit,3MD-6020A2(E)_Avg. return on sales,3MD-6020A2(E)_Distinct count of order id,3MD-6020A2(E)_quantity,3MD-6020A2(E)_profitPerQuantitySold,3MD-6020A2(E)_profitPerOrderMade,3MD-712-035_Profit,3MD-712-035_Avg. return on sales,3MD-712-035_Distinct count of order id,3MD-712-035_quantity,3MD-712-035_profitPerQuantitySold,3MD-712-035_profitPerOrderMade,SIR-6176510_Profit,SIR-6176510_Avg. return on sales,SIR-6176510_Distinct count of order id,SIR-6176510_quantity,SIR-6176510_profitPerQuantitySold,SIR-6176510_profitPerOrderMade
2019-August-7,477,0.5283,4,10,48,119,398,0.341,5,11,36,80,,,,,,,,,,,,,72,0.271,1,9,8,72,,,,,,,175,0.4643,7,9,19,25,,,,,,,104,0.4015,3,40,3,35,193,0.4397,5,6,32,39,137,0.4589,1,4,34,137,,,,,,,88,0.4044,1,4,22,88,,,,,,,,,,,,,,,,,,,21,0.3618,1,2,10,21,71,0.3332,2,10,7,35,107,0.5699,2,2,54,54,,,,,,
2019-August-8,237,0.5269,5,5,47,47,434,0.341,4,12,36,108,"1,628",0.6789,10,22,74,163,,,,,,,,,,,,,,,,,,,495,0.5004,15,22,23,33,,,,,,,,,,,,,62,0.4305,1,2,31,62,189,0.437,3,6,31,63,,,,,,,,,,,,,,,,,,,,,,,,,173,0.4035,3,3,58,58,199,0.3618,6,19,10,33,113,0.3332,2,16,7,57,,,,,,,,,,,,
2019-August-9,47,0.5269,1,1,47,47,,,,,,,"1,702",0.6789,11,23,74,155,,,,,,,,,,,,,,,,,,,143,0.476,6,7,20,24,,,,,,,26,0.4046,1,10,3,26,62,0.4305,1,2,31,62,,,,,,,,,,,,,,,,,,,,,,,,,51,0.2524,1,3,17,51,58,0.4035,1,1,58,58,189,0.3618,6,18,10,31,92,0.3332,2,13,7,46,,,,,,,68,0.3311,1,5,14,68
2019-August-12,190,0.5269,3,4,47,63,,,,,,,"2,146",0.6789,19,29,74,113,,,,,,,,,,,,,,,,,,,260,0.4711,5,13,20,52,152,0.2479,3,15,10,51,539,0.4046,5,205,3,108,156,0.4305,2,5,31,78,,,,,,,,,,,,,370,0.4489,2,14,26,185,,,,,,,,,,,,,230,0.4035,3,4,58,77,126,0.3618,4,12,10,31,189,0.3276,2,28,7,95,,,,,,,,,,,,
2019-August-13,190,0.5269,1,4,47,190,,,,,,,518,0.6789,5,7,74,104,,,,,,,90,0.512,1,4,23,90,,,,,,,120,0.4711,5,6,20,24,,,,,,,79,0.4046,2,30,3,39,156,0.4305,3,5,31,52,,,,,,,,,,,,,,,,,,,57,0.4196,1,3,19,57,,,,,,,230,0.4035,3,4,58,77,265,0.3677,10,25,11,27,67,0.322,2,10,7,34,,,,,,,,,,,,
2019-August-14,142,0.5269,2,3,47,71,,,,,,,296,0.6789,2,4,74,148,,,,,,,180,0.512,3,8,23,60,,,,,,,100,0.4711,5,5,20,20,,,,,,,26,0.4046,1,10,3,26,,,,,,,126,0.437,1,4,31,126,,,,,,,,,,,,,,,,,,,68,0.2524,1,4,17,68,173,0.4035,2,3,58,86,126,0.3618,3,12,10,42,67,0.322,1,10,7,67,,,,,,,,,,,,
2019-August-15,95,0.5269,2,2,47,47,,,,,,,"2,338",0.6761,17,32,73,138,,,,,,,135,0.512,1,6,23,135,,,,,,,420,0.4711,10,21,20,42,,,,,,,53,0.4046,2,20,3,26,194,0.4015,4,7,28,48,,,,,,,,,,,,,,,,,,,,,,,,,85,0.2524,1,5,17,85,165,0.3928,2,3,55,82,52,0.3618,2,5,10,26,67,0.322,1,10,7,67,157,0.5597,2,3,52,78,,,,,,
2019-August-16,47,0.5269,1,1,47,47,,,,,,,"1,387",0.6759,12,19,73,116,,,,,,,45,0.512,1,2,23,45,,,,,,,100,0.4711,4,5,20,25,,,,,,,105,0.4046,3,40,3,35,277,0.4015,5,10,28,55,,,,,,,121,0.207,1,3,40,121,,,,,,,,,,,,,86,0.2552,2,5,17,43,55,0.3928,1,1,55,55,241,0.3618,8,23,10,30,108,0.322,2,16,7,54,99,0.5495,2,2,49,49,86,0.3916,2,5,17,43
2019-August-19,190,0.5269,4,4,47,47,,,,,,,730,0.6759,8,10,73,91,,,,,,,133,0.5527,1,5,27,133,,,,,,,80,0.4711,4,4,20,20,,,,,,,26,0.4046,1,10,3,26,249,0.4015,5,9,28,50,50,0.3812,2,2,25,25,,,,,,,132,0.4489,1,5,26,132,66,0.4557,1,3,22,66,,,,,,,110,0.3928,2,2,55,55,63,0.3618,3,6,10,21,,,,,,,99,0.5495,2,2,49,49,,,,,,
2019-August-20,142,0.5269,3,3,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,0.4711,12,18,20,30,,,,,,,131,0.5272,3,26,5,44,222,0.4015,3,8,28,74,175,0.3812,3,7,25,58,81,0.207,1,2,40,81,,,,,,,,,,,,,,,,,,,110,0.3928,2,2,55,55,105,0.3618,4,10,10,26,101,0.322,2,15,7,50,198,0.5495,4,4,49,49,,,,,,
2019-August-21,332,0.5269,3,7,47,111,,,,,,,,,,,,,,,,,,,133,0.5527,2,5,27,66,,,,,,,180,0.4711,7,9,20,26,,,,,,,,,,,,,416,0.4015,7,15,28,59,75,0.3812,2,3,25,37,,,,,,,53,0.4489,1,2,26,53,66,0.4557,1,3,22,66,22,0.3092,1,1,22,22,,,,,,,105,0.3618,4,10,10,26,40,0.322,1,6,7,40,148,0.5495,3,3,49,49,70,0.3913,1,4,18,70
2019-August-22,108,0.5595,2,2,54,54,,,,,,,,,,,,,,,,,,,106,0.5527,2,4,27,53,,,,,,,180,0.4711,7,9,20,26,,,,,,,69,0.3593,3,32,2,23,122,0.3768,3,5,24,41,,,,,,,199,0.1766,1,6,33,199,,,,,,,153,0.4557,2,7,22,77,,,,,,,228,0.4014,3,4,57,76,315,0.3618,9,30,10,35,158,0.3459,2,23,7,79,,,,,,,70,0.3913,1,4,18,70
2019-August-23,517,0.5743,5,9,57,103,,,,,,,,,,,,,,,,,,,188,0.5229,4,8,24,47,,,,,,,100,0.4711,3,5,20,33,,,,,,,,,,,,,142,0.3647,1,6,24,142,,,,,,,,,,,,,77,0.4402,1,3,26,77,,,,,,,,,,,,,171,0.4014,3,3,57,57,84,0.3618,3,8,10,28,20,0.3171,1,3,7,20,,,,,,,,,,,,
2019-August-26,184,0.5863,2,3,61,92,,,,,,,,,,,,,,,,,,,47,0.5229,1,2,24,47,,,,,,,240,0.4711,8,12,20,30,,,,,,,,,,,,,47,0.3647,1,2,24,47,150,0.3812,1,6,25,150,,,,,,,306,0.4402,3,12,26,102,42,0.4466,1,2,21,42,45,0.3092,1,2,22,45,228,0.4014,4,4,57,57,283,0.3618,8,27,10,35,,,,,,,,,,,,,35,0.3913,1,2,18,35
2019-August-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0.4711,1,1,20,20,,,,,,,,,,,,,,,,,,,75,0.3812,1,3,25,75,,,,,,,26,0.4402,1,1,26,26,58,0.5251,2,2,29,29,,,,,,,,,,,,,210,0.3618,6,20,10,35,,,,,,,,,,,,,28,0.502,1,1,28,28
2019-August-28,72,0.6298,1,1,72,72,,,,,,,,,,,,,,,,,,,188,0.5229,1,8,24,188,,,,,,,19,0.457,1,1,19,19,,,,,,,74,0.4046,2,28,3,37,95,0.3647,2,4,24,47,50,0.3812,1,2,25,50,,,,,,,26,0.4402,1,1,26,26,29,0.5251,1,1,29,29,,,,,,,660,0.3929,6,12,55,110,373,0.3596,10,36,10,37,77,0.3109,3,12,6,26,,,,,,,70,0.3913,2,4,18,35
2019-August-29,240,0.5847,1,4,60,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,0.457,8,9,19,21,19,0.3833,1,1,19,19,53,0.4046,1,20,3,53,521,0.3445,4,24,22,130,73,0.3764,1,3,24,73,,,,,,,,,,,,,,,,,,,,,,,,,56,0.3971,1,1,56,56,21,0.3618,1,2,10,21,50,0.3054,2,8,6,25,47,0.5367,1,1,47,47,,,,,,
2019-August-30,367,0.5941,3,6,61,122,,,,,,,,,,,,,,,,,,,205,0.4888,1,10,21,205,,,,,,,114,0.457,6,6,19,19,,,,,,,68,0.4662,1,20,3,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,0.3618,4,11,10,29,125,0.3054,2,20,6,62,94,0.5367,2,2,47,47,,,,,,
2019-September-3,442,0.6059,4,7,63,110,,,,,,,,,,,,,,,,,,,164,0.4888,2,8,21,82,,,,,,,263,0.4563,10,14,19,26,,,,,,,,,,,,,,,,,,,122,0.3764,2,5,24,61,,,,,,,,,,,,,,,,,,,90,0.3092,1,4,22,90,,,,,,,242,0.3561,8,24,10,30,,,,,,,47,0.5367,1,1,47,47,,,,,,
2019-September-4,255,0.6035,3,4,64,85,,,,,,,912,0.6847,11,12,76,83,,,,,,,103,0.4888,1,5,21,103,,,,,,,146,0.4532,6,8,18,24,,,,,,,,,,,,,,,,,,,49,0.3764,1,2,24,49,,,,,,,,,,,,,,,,,,,67,0.3092,1,3,22,67,,,,,,,199,0.3618,6,19,10,33,40,0.322,1,6,7,40,,,,,,,,,,,,
2019-September-5,57,0.5743,1,1,57,57,,,,,,,988,0.6847,10,13,76,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,0.3666,2,6,23,70,,,,,,,,,,,,,42,0.4441,1,2,21,42,112,0.3092,2,5,22,56,,,,,,,84,0.3618,4,8,10,21,,,,,,,128,0.513,1,3,43,128,33,0.3774,1,2,17,33
2019-September-6,230,0.5743,4,4,57,57,,,,,,,532,0.6847,4,7,76,133,,,,,,,,,,,,,,,,,,,,,,,,,121,0.4395,1,5,24,121,80,0.3707,2,35,2,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,0.3073,5,7,22,31,,,,,,,31,0.3618,1,3,10,31,,,,,,,171,0.513,3,4,43,57,,,,,,
2019-September-9,115,0.5743,2,2,57,57,,,,,,,152,0.6847,1,2,76,152,,,,,,,,,,,,,,,,,,,,,,,,,67,0.3509,1,4,17,67,,,,,,,,,,,,,,,,,,,,,,,,,23,0.4097,1,1,23,23,,,,,,,67,0.3073,2,3,22,33,,,,,,,54,0.3798,2,6,9,27,,,,,,,43,0.513,1,1,43,43,,,,,,
2019-September-10,287,0.5743,4,5,57,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,0.3666,2,8,23,94,,,,,,,,,,,,,,,,,,,89,0.3073,3,4,22,30,,,,,,,21,0.3618,1,2,10,21,,,,,,,171,0.513,4,4,43,43,,,,,,
2019-September-11,284,0.5728,3,5,57,95,,,,,,,426,0.6713,2,6,71,213,,,,,,,62,0.4196,1,4,16,62,,,,,,,,,,,,,328,0.3433,2,20,16,164,,,,,,,,,,,,,80,0.338,2,4,20,40,,,,,,,,,,,,,,,,,,,22,0.3073,1,1,22,22,,,,,,,130,0.3402,5,14,9,26,,,,,,,43,0.513,1,1,43,43,,,,,,
2019-September-12,50,0.5398,1,1,50,50,,,,,,,292,0.6759,2,4,73,146,,,,,,,357,0.4196,6,23,16,59,,,,,,,,,,,,,48,0.4395,1,2,24,48,39,0.3328,1,20,2,39,,,,,,,,,,,,,,,,,,,180,0.4097,3,8,23,60,,,,,,,22,0.3073,1,1,22,22,,,,,,,57,0.3077,2,7,8,28,34,0.322,1,5,7,34,79,0.4948,1,2,40,79,,,,,,
2019-September-13,200,0.5398,4,4,50,50,,,,,,,"1,190",0.6667,2,17,70,595,,,,,,,47,0.4196,1,3,16,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0.3244,1,2,19,39,,,,,,,135,0.4097,2,6,23,68,,,,,,,44,0.3073,1,2,22,44,,,,,,,60,0.2882,1,8,7,60,,,,,,,,,,,,,,,,,,
2019-September-16,200,0.5398,3,4,50,67,,,,,,,,,,,,,,,,,,,155,0.4196,3,10,16,52,,,,,,,,,,,,,,,,,,,39,0.3328,1,20,2,39,,,,,,,,,,,,,,,,,,,541,0.4097,1,24,23,541,,,,,,,,,,,,,,,,,,,105,0.3077,2,13,8,52,67,0.322,1,10,7,67,79,0.4948,1,2,40,79,,,,,,
2019-September-17,549,0.5398,5,11,50,110,,,,,,,,,,,,,,,,,,,217,0.4196,5,14,16,43,,,,,,,,,,,,,,,,,,,39,0.3328,1,20,2,39,,,,,,,154,0.3515,3,7,22,51,,,,,,,45,0.4097,1,2,23,45,,,,,,,66,0.3064,1,3,22,66,,,,,,,111,0.3388,3,12,9,37,34,0.322,1,5,7,34,79,0.4948,2,2,40,40,,,,,,
2019-September-18,100,0.5398,2,2,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0.3328,1,30,2,58,,,,,,,44,0.3515,1,2,22,44,,,,,,,76,0.3697,1,4,19,76,,,,,,,133,0.3057,3,6,22,44,,,,,,,54,0.3273,1,6,9,54,108,0.322,2,16,7,54,,,,,,,,,,,,
2019-September-19,200,0.5398,3,4,50,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0.3216,1,3,12,37,110,0.3043,4,5,22,27,,,,,,,36,0.3273,1,4,9,36,33,0.3155,1,5,7,33,,,,,,,,,,,,
2019-September-20,,,,,,,,,,,,,,,,,,,146,0.5854,1,2,73,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0.3618,2,4,10,21,,,,,,,,,,,,,,,,,,
2019-September-23,95,0.527,2,2,47,47,,,,,,,,,,,,,220,0.5854,3,3,73,73,136,0.4262,5,9,15,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,0.3697,1,10,19,190,,,,,,,,,,,,,,,,,,,60,0.2882,1,8,7,60,57,0.3071,2,9,6,28,,,,,,,35,0.2413,1,4,9,35
2019-September-24,332,0.527,4,7,47,83,,,,,,,,,,,,,,,,,,,129,0.4159,3,9,14,43,,,,,,,,,,,,,132,0.2992,1,10,13,132,69,0.3385,2,35,2,35,,,,,,,139,0.3295,2,7,20,70,,,,,,,57,0.3697,1,3,19,57,,,,,,,44,0.3043,1,2,22,44,,,,,,,,,,,,,25,0.3071,1,4,6,25,,,,,,,,,,,,
2019-September-25,,,,,,,,,,,,,,,,,,,,,,,,,156,0.4141,5,11,14,31,,,,,,,,,,,,,24,0.4395,1,1,24,24,40,0.3385,1,20,2,40,,,,,,,80,0.3295,1,4,20,80,,,,,,,99,0.3897,2,5,20,49,43,0.2929,1,4,11,43,110,0.3043,2,5,22,55,,,,,,,,,,,,,57,0.3071,2,9,6,28,35,0.463,1,1,35,35,35,0.2413,1,4,9,35
2019-September-26,129,0.5021,3,3,43,43,,,,,,,,,,,,,136,0.5681,2,2,68,68,48,0.3591,1,4,12,48,,,,,,,,,,,,,122,0.2829,2,10,12,61,99,0.344,3,49,2,33,,,,,,,,,,,,,86,0.2182,1,2,43,86,,,,,,,,,,,,,62,0.2922,3,3,21,21,,,,,,,,,,,,,63,0.3071,2,10,6,31,,,,,,,,,,,,
2019-September-27,43,0.5021,1,1,43,43,108,0.341,1,3,36,108,,,,,,,68,0.5681,1,1,68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,0.2844,2,8,10,42,124,0.2922,5,6,21,25,,,,,,,,,,,,,21,0.4263,1,2,11,21,,,,,,,,,,,,
2019-September-30,209,0.4976,4,5,42,52,,,,,,,,,,,,,341,0.5681,5,5,68,68,,,,,,,56,0.2694,1,2,28,56,,,,,,,61,0.2829,1,5,12,61,104,0.3866,3,47,2,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,0.2922,4,5,21,26,,,,,,,,,,,,,42,0.4263,2,4,11,21,,,,,,,,,,,,
2019-October-1,209,0.4976,4,5,42,52,150,0.5183,1,2,75,150,,,,,,,68,0.5681,1,1,68,68,,,,,,,333,0.2694,5,12,28,67,,,,,,,,,,,,,,,,,,,,,,,,,20,0.3295,1,1,20,20,,,,,,,57,0.3697,1,3,19,57,50,0.3911,2,3,17,25,186,0.2922,7,9,21,27,,,,,,,,,,,,,29,0.4093,1,3,10,29,35,0.463,1,1,35,35,,,,,,
2019-October-2,,,,,,,,,,,,,,,,,,,409,0.5681,5,6,68,82,,,,,,,109,0.265,2,4,27,54,,,,,,,182,0.2829,2,15,12,91,,,,,,,,,,,,,49,0.2888,1,3,16,49,,,,,,,,,,,,,,,,,,,145,0.2922,4,7,21,36,,,,,,,,,,,,,236,0.4093,2,24,10,118,,,,,,,84,0.3392,1,6,14,84
2019-October-3,225,0.4679,3,6,37,75,150,0.5183,1,2,75,150,,,,,,,341,0.5681,4,5,68,85,,,,,,,,,,,,,,,,,,,168,0.3153,4,12,14,42,,,,,,,,,,,,,33,0.2888,1,2,16,33,,,,,,,,,,,,,,,,,,,62,0.2922,2,3,21,31,,,,,,,,,,,,,137,0.4093,4,14,10,34,32,0.4446,1,1,32,32,,,,,,
2019-October-4,225,0.4679,4,6,37,56,75,0.5183,1,1,75,75,,,,,,,205,0.5681,2,3,68,102,,,,,,,133,0.2605,2,5,27,66,,,,,,,179,0.3087,2,13,14,90,21,0.355,1,10,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,0.2912,3,5,21,34,,,,,,,,,,,,,,,,,,,,,,,,,42,0.3392,1,3,14,42
2019-October-7,561,0.4679,7,15,37,80,75,0.5183,1,1,75,75,,,,,,,68,0.5681,1,1,68,68,,,,,,,163,0.2702,3,6,27,54,,,,,,,97,0.2829,1,8,12,97,104,0.3509,4,50,2,26,,,,,,,,,,,,,,,,,,,65,0.3988,1,3,22,65,156,0.3144,2,13,12,78,62,0.2912,3,3,21,21,,,,,,,,,,,,,20,0.412,1,2,10,20,,,,,,,,,,,,
2019-October-8,112,0.4679,2,3,37,56,,,,,,,,,,,,,68,0.5681,1,1,68,68,,,,,,,216,0.2678,4,8,27,54,64,0.4878,3,3,21,21,,,,,,,140,0.3426,4,70,2,35,,,,,,,33,0.2887,1,2,16,33,,,,,,,43,0.3988,1,2,22,43,36,0.3144,1,3,12,36,123,0.2912,4,6,21,31,,,,,,,,,,,,,216,0.41,4,22,10,54,,,,,,,28,0.502,1,1,28,28
2019-October-9,37,0.4679,1,1,37,37,200,0.4883,1,3,67,200,,,,,,,136,0.5681,1,2,68,136,,,,,,,318,0.2605,4,12,27,80,114,0.5032,4,5,23,28,,,,,,,91,0.344,3,45,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,0.2912,6,9,21,31,,,,,,,,,,,,,29,0.4093,1,3,10,29,,,,,,,166,0.502,2,6,28,83
2019-October-10,,,,,,,301,0.4627,2,5,60,150,,,,,,,68,0.5681,1,1,68,68,,,,,,,343,0.2678,4,12,29,86,,,,,,,,,,,,,108,0.3467,4,53,2,27,,,,,,,,,,,,,196,0.2021,1,5,39,196,39,0.3756,2,2,20,20,38,0.4196,1,2,19,38,,,,,,,,,,,,,,,,,,,108,0.4093,2,11,10,54,29,0.4208,1,1,29,29,55,0.502,1,2,28,55
2019-October-11,146,0.4611,1,4,36,146,,,,,,,,,,,,,205,0.5681,3,3,68,68,,,,,,,271,0.271,5,10,27,54,60,0.4711,1,3,20,60,,,,,,,21,0.355,1,10,2,21,,,,,,,,,,,,,,,,,,,20,0.3756,1,1,20,20,38,0.4196,1,2,19,38,21,0.2912,1,1,21,21,,,,,,,30,0.2882,1,4,7,30,39,0.4093,1,4,10,39,118,0.4208,2,4,29,59,110,0.502,1,4,28,110
2019-October-14,,,,,,,120,0.4627,1,2,60,120,,,,,,,68,0.5681,1,1,68,68,47,0.5229,1,2,24,47,,,,,,,23,0.5032,1,1,23,23,,,,,,,30,0.3385,1,15,2,30,,,,,,,20,0.3295,1,1,20,20,,,,,,,20,0.3756,1,1,20,20,,,,,,,40,0.2845,1,2,20,40,,,,,,,,,,,,,,,,,,,29,0.4208,1,1,29,29,55,0.502,2,2,28,28
2019-October-15,255,0.4611,2,7,36,127,,,,,,,,,,,,,205,0.5681,3,3,68,68,,,,,,,83,0.2741,2,3,28,42,128,0.4925,3,6,21,43,,,,,,,214,0.344,3,107,2,71,,,,,,,73,0.3159,3,4,18,24,,,,,,,,,,,,,,,,,,,40,0.2845,1,2,20,40,,,,,,,88,0.3211,1,10,9,88,,,,,,,,,,,,,359,0.502,3,13,28,120
2019-October-16,364,0.4611,1,10,36,364,,,,,,,,,,,,,68,0.5681,1,1,68,68,,,,,,,241,0.2649,5,9,27,48,120,0.4711,2,6,20,60,,,,,,,169,0.4662,3,50,3,56,,,,,,,,,,,,,,,,,,,20,0.3756,1,1,20,20,,,,,,,200,0.2867,3,10,20,67,,,,,,,236,0.3211,5,27,9,47,,,,,,,,,,,,,28,0.502,1,1,28,28
2019-October-17,,,,,,,132,0.4864,1,2,66,132,,,,,,,68,0.5681,1,1,68,68,,,,,,,342,0.2793,9,12,28,38,20,0.4711,1,1,20,20,,,,,,,101,0.4662,3,30,3,34,,,,,,,103,0.4596,1,3,34,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0.3211,2,8,9,35,,,,,,,29,0.4208,1,1,29,29,28,0.502,1,1,28,28
2019-October-18,47,0.527,1,1,47,47,,,,,,,,,,,,,409,0.5681,6,6,68,68,,,,,,,307,0.2895,9,10,31,34,38,0.4583,1,2,19,38,,,,,,,131,0.4735,5,38,3,26,,,,,,,138,0.4596,2,4,34,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,0.2925,4,16,8,31,,,,,,,,,,,,,,,,,,
2019-October-21,399,0.4837,1,10,40,399,,,,,,,,,,,,,341,0.5681,3,5,68,114,134,0.6096,1,4,34,134,337,0.2895,7,11,31,48,,,,,,,,,,,,,107,0.4753,4,31,3,27,,,,,,,69,0.4596,1,2,34,69,153,0.1979,2,4,38,76,,,,,,,31,0.2844,1,3,10,31,,,,,,,,,,,,,,,,,,,,,,,,,39,0.4932,1,1,39,39,,,,,,
2019-October-22,285,0.527,4,6,47,71,529,0.4638,4,9,59,132,,,,,,,273,0.5681,3,4,68,91,,,,,,,,,,,,,,,,,,,96,0.2369,1,10,10,96,104,0.4783,3,30,3,35,,,,,,,,,,,,,153,0.1979,2,4,38,76,,,,,,,83,0.2844,1,8,10,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,0.502,3,7,28,64
2019-October-23,,,,,,,463,0.4563,3,8,58,154,,,,,,,341,0.5681,5,5,68,68,,,,,,,,,,,,,,,,,,,,,,,,,185,0.4723,6,54,3,31,,,,,,,39,0.3245,1,2,19,39,,,,,,,134,0.4056,2,6,22,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-October-24,332,0.527,6,7,47,55,,,,,,,,,,,,,477,0.5681,5,7,68,95,,,,,,,,,,,,,,,,,,,46,0.2289,1,5,9,46,145,0.4662,3,43,3,48,,,,,,,,,,,,,76,0.1979,1,2,38,76,,,,,,,77,0.3706,1,5,15,77,80,0.2845,2,4,20,40,80,0.3199,2,2,40,40,34,0.2685,1,5,7,34,,,,,,,59,0.4208,2,2,29,29,24,0.4656,1,1,24,24
2019-October-25,237,0.527,3,5,47,79,474,0.492,2,7,68,237,,,,,,,409,0.5681,5,6,68,82,,,,,,,,,,,,,,,,,,,,,,,,,47,0.5026,3,12,4,16,,,,,,,39,0.3245,1,2,19,39,,,,,,,,,,,,,,,,,,,,,,,,,40,0.3199,1,1,40,40,,,,,,,,,,,,,59,0.4208,2,2,29,29,,,,,,
2019-October-28,231,0.5213,4,5,46,58,406,0.492,2,6,68,203,,,,,,,273,0.5681,3,4,68,91,,,,,,,,,,,,,,,,,,,183,0.2289,1,20,9,183,140,0.4511,5,44,3,28,,,,,,,,,,,,,110,0.2629,1,2,55,110,86,0.3988,1,4,22,86,,,,,,,40,0.2845,2,2,20,20,77,0.3117,1,2,39,77,26,0.3211,1,3,9,26,,,,,,,118,0.4208,2,4,29,59,41,0.4293,1,2,21,41
